person_id,name,country,race,gender
1122,Samantha Borutta,Germany,Europe,Female
1123,Niklas Kaul,Germany,Europe,Male
1124,Kai Kazmirek,Germany,Europe,Male
1125,Vanessa Grimm,Germany,Europe,Male
1126,Carolin Schafer,Germany,Europe,Female
1127,Kai Schafer,Germany,Europe,Male
1128,Yvonne Li,Germany,Europe,Female
1129,Mark Lamsfuß,Germany,Europe,Female
1130,Marvin Seidel,Germany,Europe,Male
1131,Isabel Herttrich,Germany,Europe,Female
1132,Hamsat Shadalov,Germany,Europe,Male
1133,Ammar Abduljabbar,Germany,Europe,Male
1134,Nadine Apetz,Germany,Europe,Female
1135,Sideris Tasiadis,Germany,Europe,Male
1136,Hannes Aigner,Germany,Europe,Male
1137,Andrea Herzog,Germany,Europe,Female
1138,Ricarda Funk,Germany,Europe,Female
1139,Sebastian Brendel,Germany,Europe,Male
1140,Conrad Scheibner,Germany,Europe,Male
1141,Tim Hecker,Germany,Europe,Male
1142,Jacob Schopf,Germany,Europe,Male
1143,Max Hoff,Germany,Europe,Male
1144,Max Lemke,Germany,Europe,Male
1145,Tom Liebscher,Germany,Europe,Male
1146,Ronald Rauhe,Germany,Europe,Male
1147,Max Rendschmidt,Germany,Europe,Male
1148,Lisa Jahn,Germany,Europe,Female
1149,Sophie Koch,Germany,Europe,Female
1150,Jule Hake,Germany,Europe,Female
1151,Sabrina Hering-Pradler,Germany,Europe,Female
1152,Caroline Arft,Germany,Europe,Female
1153,Sarah Brußler,Germany,Europe,Female
1154,Tina Dietze,Germany,Europe,Female
1155,Melanie Gebhardt,Germany,Europe,Female
1156,Nikias Arndt,Germany,Europe,Male
1157,Emanuel Buchmann,Germany,Europe,Male
1158,Simon Geschke,Germany,Europe,Male
1159,Maximilian Schachmann,Germany,Europe,Male
1160,Lisa Brennauer,Germany,Europe,Female
1161,Lisa Klein,Germany,Europe,Female
1162,Liane Lippert,Germany,Europe,Female
1163,Hannah Ludwig,Germany,Europe,Female
1164,Trixi Worrack,Germany,Europe,Female
1165,Stefan Botticher,Germany,Europe,Male
1166,Maximilian Levy,Germany,Europe,Male
1167,Lea Sophie Friedrich,Germany,Europe,Female
1168,Emma Hinze,Germany,Europe,Female
1169,Timo Bichler,Germany,Europe,Male
1170,Felix Groß,Germany,Europe,Male
1171,Theo Reinhardt,Germany,Europe,Male
1172,Leon Rohde,Germany,Europe,Male
1173,Domenic Weinstein,Germany,Europe,Male
1174,Roger Kluge,Germany,Europe,Male
1175,Franziska Brauße,Germany,Europe,Female
1176,Mieke Kroger,Germany,Europe,Female
1177,Maximilian Brandl,Germany,Europe,Male
1178,Manuel Fumic,Germany,Europe,Male
1179,Elisabeth Brandau,Germany,Europe,Female
1180,Ronja Eibl,Germany,Europe,Female
1181,Lara Lessmann,Germany,Europe,Female
1182,Patrick Hausding,Germany,Europe,Male
1183,Martin Wolfram,Germany,Europe,Male
1184,Timo Barthel,Germany,Europe,Male
1185,Jaden Eikermann,Germany,Europe,Male
1186,Lars Rudiger,Germany,Europe,Male
1187,Tina Punzel,Germany,Europe,Female
1188,Christina Wassen,Germany,Europe,Female
1189,Elena Wassen,Germany,Europe,Female
1190,Lena Hentschel,Germany,Europe,Female
1191,Jessica von Bredow-Werndl,Germany,Europe,Male
1192,Dorothee Schneider,Germany,Europe,Male
1193,Isabell Werth,Germany,Europe,Female
1194,Sandra Auffarth,Germany,Europe,Female
1195,Michael Jung,Germany,Europe,Male
1196,Julia Krajewski,Germany,Europe,Female
1197,Daniel Deusser,Germany,Europe,Male
1198,Christian Kukuk,Germany,Europe,Male
1199,Andre Thieme,Germany,Europe,Male
1200,Maurice Tebbel,Germany,Europe,Male
1201,Peter Joppich,Germany,Europe,Male
1202,Benjamin Kleibrink,Germany,Europe,Male
1203,Andre Sanita,Germany,Europe,Male
1204,Luis Klein,Germany,Europe,Male
1205,Max Hartung,Germany,Europe,Male
1206,Matyas Szabo,Germany,Europe,Male
1207,Benedikt Wagner,Germany,Europe,Male
1208,Leonie Ebert,Germany,Europe,Female
1209,Maximilian Kieffer,Germany,Europe,Male
1210,Hurly Long,Germany,Europe,Male
1211,Caroline Masson,Germany,Europe,Female
1212,Sophia Popov,Germany,Europe,Female
1213,Lukas Dauser,Germany,Europe,Male
1214,Nils Dunkel,Germany,Europe,Male
1215,Philipp Herder,Germany,Europe,Male
1216,Andreas Toba,Germany,Europe,Male
1217,Kim Bui,Germany,Europe,Female
1218,Pauline Schafer,Germany,Europe,Female
1219,Elisabeth Seitz,Germany,Europe,Female
1220,Sarah Voss,Germany,Europe,Female
1221,Moritz Plafky,Germany,Europe,Male
1222,Sebastian Seidl,Germany,Europe,Male
1223,Igor Wandtke,Germany,Europe,Male
1224,Dominic Ressel,Germany,Europe,Male
1225,Eduard Trippel,Germany,Europe,Male
1226,Karl-Richard Frey,Germany,Europe,Male
1227,Johannes Frey,Germany,Europe,Male
1228,Katharina Menz,Germany,Europe,Female
1229,Theresa Stoll,Germany,Europe,Female
1230,Martyna Trajdos,Germany,Europe,Female
1231,Giovanna Scoccimarro,Germany,Europe,Female
1232,Anna-Maria Wagner,Germany,Europe,Female
1233,Jasmin Grabowski,Germany,Europe,Female
1234,Noah Bitsch,Germany,Europe,Male
1235,Jonathan Horne,Germany,Europe,Male
1236,Ilja Smorguner,Germany,Europe,Male
1237,Jasmin Juttner,Germany,Europe,Female
1238,Patrick Dogue,Germany,Europe,Male
1239,Fabian Liebig,Germany,Europe,Male
1240,Rebecca Langrehr,Germany,Europe,Female
1241,Annika Schleu,Germany,Europe,Female
1242,Oliver Zeidler,Germany,Europe,Male
1243,Stephan Kruger,Germany,Europe,Male
1244,Marc Weber,Germany,Europe,Male
1245,Jason Osborne,Germany,Europe,Male
1246,Jonathan Rommelmann,Germany,Europe,Male
1247,Max Appel,Germany,Europe,Male
1248,Hans Gruhne,Germany,Europe,Male
1249,Tim Ole Naske,Germany,Europe,Male
1250,Karl Schulze,Germany,Europe,Male
1251,Laurits Follert,Germany,Europe,Male
1252,Malte Jakschik,Germany,Europe,Male
1253,Torben Johannesen,Germany,Europe,Male
1254,Hannes Ocik,Germany,Europe,Male
1255,Olaf Roggensack,Germany,Europe,Male
1256,Martin Sauer,Germany,Europe,Male
1257,Richard Schmidt,Germany,Europe,Male
1258,Jakob Schneider,Germany,Europe,Male
1259,Johannes Weißenfeld,Germany,Europe,Male
1260,Leonie Menzel,Germany,Europe,Female
1261,Annekatrin Thiele,Germany,Europe,Female
1262,Frieda Hammerling,Germany,Europe,Female
1263,Franziska Kampmann,Germany,Europe,Female
1264,Carlotta Nwajide,Germany,Europe,Female
1265,Daniela Schultze,Germany,Europe,Female
1266,Philipp Buhl,Germany,Europe,Male
1267,Erik Heil,Germany,Europe,Male
1268,Thomas Ploßel,Germany,Europe,Male
1269,Svenja Weger,Germany,Europe,Female
1270,Luise Wanser,Germany,Europe,Female
1271,Anastasiya Winkel,Germany,Europe,Female
1272,Susann Beucke,Germany,Europe,Female
1273,Tina Lutz,Germany,Europe,Female
1274,Paul Kohlhoff,Germany,Europe,Male
1275,Alica Stuhlemmer,Germany,Europe,Female
1276,Oliver Geis,Germany,Europe,Male
1277,Andreas Low,Germany,Europe,Male
1278,Christian Reitz,Germany,Europe,Male
1279,Jolyn Beer,Germany,Europe,Female
1280,Monika Karsch,Germany,Europe,Female
1281,Nadine Messerschmidt,Germany,Europe,Female
1282,Doreen Vennekamp,Germany,Europe,Female
1283,Carina Wimmer,Germany,Europe,Female
1284,Tyler Edtmayer,Germany,Europe,Male
1285,Lilly Stoephasius,Germany,Europe,Female
1286,Alexander Megos,Germany,Europe,Male
1287,Jan Hojer,Germany,Europe,Male
1288,Leon Glatzer,Germany,Europe,Male
1289,Ole Braunschweig,Germany,Europe,Male
1290,Christian Diener,Germany,Europe,Male
1291,Jacob Heidtmann,Germany,Europe,Male
1292,Philip Heintz,Germany,Europe,Male
1293,Marco Koch,Germany,Europe,Male
1294,Marius Kusch,Germany,Europe,Male
1295,Lukas Martens,Germany,Europe,Male
1296,Lucas Matzerath,Germany,Europe,Male
1297,Rob Muffels,Germany,Europe,Male
1298,Henning Muhlleitner,Germany,Europe,Male
1299,Fabian Schwingenschlogl,Germany,Europe,Male
1300,David Thomasberger,Germany,Europe,Male
1301,Marek Ulrich,Germany,Europe,Male
1302,Florian Wellbrock,Germany,Europe,Male
1303,Damian Wierling,Germany,Europe,Male
1304,Christoph Fildebrandt,Germany,Europe,Male
1305,Eric Friese,Germany,Europe,Male
1306,Poul Zellmann,Germany,Europe,Male
1307,Leonie Beck,Germany,Europe,Female
1308,Annika Bruhn,Germany,Europe,Female
1309,Anna Elendt,Germany,Europe,Female
1310,Isabel Gose,Germany,Europe,Female
1311,Franziska Hentke,Germany,Europe,Female
1312,Sarah Kohler,Germany,Europe,Female
1313,Leonie Kullmann,Germany,Europe,Female
1314,Laura Riedemann,Germany,Europe,Female
1315,Celine Rieder,Germany,Europe,Female
1316,Finnia Wunram,Germany,Europe,Female
1317,Lisa Hopink,Germany,Europe,Female
1318,Hannah Kuchler,Germany,Europe,Female
1319,Marie Pietruschka,Germany,Europe,Female
1320,Timo Boll,Germany,Europe,Male
1321,Dimitrij Ovtcharov,Germany,Europe,Male
1322,Patrick Franziska,Germany,Europe,Male
1323,Han Ying,Germany,Europe,Female
1324,Petrissa Solja,Germany,Europe,Female
1325,Shan Xiaona,Germany,Europe,Female
1326,Alexander Bachmann,Germany,Europe,Male
1327,Dominik Koepfer,Germany,Europe,Male
1328,Philipp Kohlschreiber,Germany,Europe,Male
1329,Jan-Lennard Struff,Germany,Europe,Male
1330,Alexander Zverev,Germany,Europe,Male
1331,Kevin Krawietz,Germany,Europe,Male
1332,Tim Putz,Germany,Europe,Male
1333,Mona Barthel,Germany,Europe,Female
1334,Anna-Lena Friedsam,Germany,Europe,Female
1335,Laura Siegemund,Germany,Europe,Female
1336,Justus Nieschlag,Germany,Europe,Male
1337,Jonas Schomburg,Germany,Europe,Male
1338,Anabel Knoll,Germany,Europe,Female
1339,Laura Lindemann,Germany,Europe,Female
1340,Julius Thole,Germany,Europe,Male
1341,Clemens Wickler,Germany,Europe,Male
1342,Karla Borger,Germany,Europe,Female
1343,Julia Sude,Germany,Europe,Female
1344,Laura Ludwig,Germany,Europe,Female
1345,Margareta Kozuch,Germany,Europe,Female
1346,Simon Brandhuber,Germany,Europe,Male
1347,Nico Muller,Germany,Europe,Male
1348,Sabine Beate Kusterer,Germany,Europe,Female
1349,Lisa Schweizer,Germany,Europe,Female
1350,Gennadij Cudinovic,Germany,Europe,Male
1351,Anna Schell,Germany,Europe,Female
1352,Aline Rotter-Focken,Germany,Europe,Female
1353,Etienne Kinsinger,Germany,Europe,Male
1354,Frank Stabler,Germany,Europe,Male
1355,Denis Kudla,Germany,Europe,Male
1356,Eduard Popp,Germany,Europe,Male
1357,Guðni Valur Guðnason,Iceland,Europe,Male
1358,Asgeir Sigurgeirsson,Iceland,Europe,Male
1359,Anton Sveinn McKee,Iceland,Europe,Male
1360,Snæfriður Jorunnardottir,Iceland,Europe,Female
1361,Arnis Rumbenieks,Latvia,Europe,Male
1362,Ruslans Smolonskis,Latvia,Europe,Male
1363,Liga Velvere,Latvia,Europe,Female
1364,Gatis Cakss,Latvia,Europe,Male
1365,Anete Kocina,Latvia,Europe,Female
1366,Lina Muze,Latvia,Europe,Female
1367,Madara Palameika,Latvia,Europe,Male
1368,Laura Igaune,Latvia,Europe,Female
1369,Roberts Akmens,Latvia,Europe,Male
1370,Krists Neilands,Latvia,Europe,Male
1371,Toms Skujins,Latvia,Europe,Male
1372,Helvijs Babris,Latvia,Europe,Male
1373,Vineta Petersone,Latvia,Europe,Female
1374,Kristaps Neretnieks,Latvia,Europe,Male
1375,Jevgenijs Borodavko,Latvia,Europe,Male
1376,Kalvis Kalnins,Latvia,Europe,Male
1377,Pavels Svecovs,Latvia,Europe,Male
1378,Agate Rasmane,Latvia,Europe,Female
1379,Daniils Bobrovs,Latvia,Europe,Male
1380,Ieva Maluka,Latvia,Europe,Female
1381,Jelena Ostapenko,Latvia,Europe,Female
1382,Anastasija Sevastova,Latvia,Europe,Female
1383,Martins Plavins,Latvia,Europe,Male
1384,Edgars Tocs,Latvia,Europe,Male
1385,Tina Graudina,Latvia,Europe,Female
1386,Anastasija Kravcenoka,Latvia,Europe,Female
1387,Ritvars Suharevs,Latvia,Europe,Male
1388,Arturs Plesnieks,Latvia,Europe,Male
1389,Anastasija Grigorjeva,Latvia,Europe,Female
1390,Lara Mechnig,Liechtenstein,Europe,Female
1391,Marluce Schierscher,Liechtenstein,Europe,Female
1392,Raphael Schwendinger,Liechtenstein,Europe,Male
1393,Christoph Meier,Liechtenstein,Europe,Male
1394,Julia Hassler,Liechtenstein,Europe,Female
1395,Gediminas Truskauskas,Lithuania,Europe,Male
1396,Marius Ziukas,Lithuania,Europe,Male
1397,Arturas Mastianica,Lithuania,Europe,Male
1398,Agne Serksniene,Lithuania,Europe,Female
1399,Brigita Virbalyte,Lithuania,Europe,Female
1400,Adrijus Glebauskas,Lithuania,Europe,Male
1401,Andrius Gudzius,Lithuania,Europe,Male
1402,Edis Matusevicius,Lithuania,Europe,Male
1403,Diana Zagainova,Lithuania,Europe,Female
1404,Airine Palsyte,Lithuania,Europe,Female
1405,Liveta Jasiunaite,Lithuania,Europe,Female
1406,Mindaugas Maldonis,Lithuania,Europe,Male
1407,Evaldas Siskevicius,Lithuania,Europe,Male
1408,Rasa Leleivyte,Lithuania,Europe,Female
1409,Simona Krupeckaite,Lithuania,Europe,Female
1410,Migle Marozaite,Lithuania,Europe,Female
1411,Olivija Baleisyte,Lithuania,Europe,Female
1412,Robert Tvorogal,Lithuania,Europe,Male
1413,Sandra Jablonskyte,Lithuania,Europe,Female
1414,Justinas Kinderis,Lithuania,Europe,Male
1415,Laura Asadauskaite,Lithuania,Europe,Female
1416,Gintare Venckauskaite,Lithuania,Europe,Female
1417,Mindaugas Griskonis,Lithuania,Europe,Male
1418,Aurimas Adomavicius,Lithuania,Europe,Male
1419,Saulius Ritter,Lithuania,Europe,Male
1420,Donata Karaliene,Lithuania,Europe,Female
1421,Milda Valciukaite,Lithuania,Europe,Female
1422,Dominykas Jancionis,Lithuania,Europe,Male
1423,Dovydas Nemeravicius,Lithuania,Europe,Male
1424,Armandas Kelmelis,Lithuania,Europe,Male
1425,Martynas Dziaugys,Lithuania,Europe,Male
1426,Juozas Bernotas,Lithuania,Europe,Male
1427,Viktorija Andrulyte,Lithuania,Europe,Female
1428,Karolis Girulis,Lithuania,Europe,Male
1429,Danas Rapsys,Lithuania,Europe,Male
1430,Andrius Sidlauskas,Lithuania,Europe,Male
1431,Giedrius Titenis,Lithuania,Europe,Male
1432,Simonas Bilis,Lithuania,Europe,Male
1433,Deividas Margevicius,Lithuania,Europe,Male
1434,Kotryna Teterevkova,Lithuania,Europe,Female
1435,Arnas Sidiskis,Lithuania,Europe,Male
1436,Mantas Knystautas,Lithuania,Europe,Male
1437,Filip Ingebrigtsen,Norway,Europe,Male
1438,Jakob Ingebrigtsen,Norway,Europe,Male
1439,Narve Gilje Nordas,Norway,Europe,Male
1440,Karsten Warholm,Norway,Europe,Male
1441,Sondre Nordstad Moen,Norway,Europe,Male
1442,Havard Haukenes,Norway,Europe,Male
1443,Hedda Hynne,Norway,Europe,Female
1444,Karoline Bjerkeli Grøvdal,Norway,Europe,Female
1445,Amalie Iuel,Norway,Europe,Female
1446,Line Kloster,Norway,Europe,Female
1447,Sondre Guttormsen,Norway,Europe,Male
1448,Ola Stunes Isene,Norway,Europe,Male
1449,Eivind Henriksen,Norway,Europe,Male
1450,Lene Retzius,Norway,Europe,Female
1451,Martin Roe,Norway,Europe,Male
1452,Lars Magne Ullvang,Norway,Europe,Male
1453,Tobias Foss,Norway,Europe,Male
1454,Markus Hoelgaard,Norway,Europe,Male
1455,Tobias Halland Johannessen,Norway,Europe,Male
1456,Andreas Leknessund,Norway,Europe,Male
1457,Katrine Aalerud,Norway,Europe,Female
1458,Stine Borgli,Norway,Europe,Female
1459,Anita Stenberg,Norway,Europe,Female
1460,Erik Hægstad,Norway,Europe,Male
1461,Tore Navrestad,Norway,Europe,Male
1462,Anne Vilde Tuxen,Norway,Europe,Female
1463,Viktor Hovland,Norway,Europe,Male
1464,Kristian Krogh Johannessen,Norway,Europe,Male
1465,Tonje Daffinrud,Norway,Europe,Female
1466,Sofus Heggemsnes,Norway,Europe,Male
1467,Julie Erichsen,Norway,Europe,Female
1468,Kjetil Borch,Norway,Europe,Male
1469,Kristoffer Brun,Norway,Europe,Male
1470,Are Strandli,Norway,Europe,Male
1471,Martin Helseth,Norway,Europe,Male
1472,Oscar Stabe Helvig,Norway,Europe,Male
1473,Erik Solbakken,Norway,Europe,Male
1474,Olaf Tufte,Norway,Europe,Male
1475,Endre Funnemark,Norway,Europe,Male
1476,Hermann Tomasgaard,Norway,Europe,Male
1477,Anders Pedersen,Norway,Europe,Male
1478,Linn Flem Høst,Norway,Europe,Female
1479,Helene Næss,Norway,Europe,Female
1480,Marie Rønningen,Norway,Europe,Female
1481,Nicholas Fadler Martinsen,Norway,Europe,Male
1482,Martine Steller Mortensen,Norway,Europe,Female
1483,Jon-Hermann Hegg,Norway,Europe,Male
1484,Henrik Larsen,Norway,Europe,Male
1485,Erik Watndal,Norway,Europe,Male
1486,Jeanette Hegg Duestad,Norway,Europe,Female
1487,Jenny Stene,Norway,Europe,Female
1488,Henrik Christiansen,Norway,Europe,Male
1489,Andre Grindheim,Norway,Europe,Male
1490,Tomoe Zenimoto Hvas,Norway,Europe,Male
1491,Ingeborg Løyning,Norway,Europe,Female
1492,Richard Ordemann,Norway,Europe,Male
1493,Kristian Blummenfelt,Norway,Europe,Male
1494,Gustav Iden,Norway,Europe,Male
1495,Casper Stornes,Norway,Europe,Male
1496,Lotte Miller,Norway,Europe,Female
1497,Anders Mol,Norway,Europe,Male
1498,Christian Sørum,Norway,Europe,Male
1499,Denisa Barankova,Slovakia,Europe,Female
1500,Jan Volko,Slovakia,Europe,Male
1501,Miroslav Uradnik,Slovakia,Europe,Male
1502,Michal Morvay,Slovakia,Europe,Male
1503,Matej Toth,Slovakia,Europe,Male
1504,Gabriela Gajanova,Slovakia,Europe,Female
1505,Emma Zapletalova,Slovakia,Europe,Female
1506,Maria Czakova,Slovakia,Europe,Female
1507,Marcel Lomnicky,Slovakia,Europe,Male
1508,Martina Hrasnova,Slovakia,Europe,Female
1509,Martina Repiska,Slovakia,Europe,Female
1510,Andrej Csemez,Slovakia,Europe,Male
1511,Matej Benus,Slovakia,Europe,Male
1512,Jakub Grigar,Slovakia,Europe,Male
1513,Monika Skachova,Slovakia,Europe,Female
1514,Eliska Mintalova,Slovakia,Europe,Female
1515,Peter Gelle,Slovakia,Europe,Male
1516,Samuel Balaz,Slovakia,Europe,Male
1517,Adam Botek,Slovakia,Europe,Male
1518,Denis Mysak,Slovakia,Europe,Male
1519,Erik Vlcek,Slovakia,Europe,Male
1520,Lukas Kubis,Slovakia,Europe,Male
1521,Juraj Sagan,Slovakia,Europe,Male
1522,Rory Sabbatini,Slovakia,Europe,Male
1523,Barbora Mokosova,Slovakia,Europe,Female
1524,Patrik Jany,Slovakia,Europe,Male
1525,Juraj Tuzinsky,Slovakia,Europe,Male
1526,Erik Varga,Slovakia,Europe,Male
1527,Danka Bartekova,Slovakia,Europe,Female
1528,Zuzana Rehak-Stefecekova,Slovakia,Europe,Female
1529,Marian Kovacocy,Slovakia,Europe,Male
1530,Jana Spotakova,Slovakia,Europe,Female
1531,Richard Nagy,Slovakia,Europe,Male
1532,Andrea Podmanikova,Slovakia,Europe,Female
1533,Wang Yang,Slovakia,Europe,Male
1534,Barbora Balazova,Slovakia,Europe,Female
1535,Lubomir Pistej,Slovakia,Europe,Male
1536,Norbert Gombos,Slovakia,Europe,Male
1537,Lukas Klein,Slovakia,Europe,Male
1538,Filip Polasek,Slovakia,Europe,Male
1539,Boris Makojev,Slovakia,Europe,Male
1540,Ziga Ravnikar,Slovenia,Europe,Male
1541,Luka Janezic,Slovenia,Europe,Male
1542,Maja Mihalinec,Slovenia,Europe,Female
1543,Anita Horvat,Slovenia,Europe,Female
1544,Klara Lukan,Slovenia,Europe,Female
1545,Marusa Mismas,Slovenia,Europe,Female
1546,Kristjan Ceh,Slovenia,Europe,Male
1547,Tina Sutej,Slovenia,Europe,Female
1548,Benjamin Savsek,Slovenia,Europe,Male
1549,Peter Kauzer,Slovenia,Europe,Male
1550,Alja Kozorog,Slovenia,Europe,Female
1551,Eva Tercelj,Slovenia,Europe,Female
1552,Anja Osterman,Slovenia,Europe,Female
1553,Spela Ponomarenko Janic,Slovenia,Europe,Female
1554,Tadej Pogacar,Slovenia,Europe,Male
1555,Jan Polanc,Slovenia,Europe,Male
1556,Primoz Roglic,Slovenia,Europe,Male
1557,Jan Tratnik,Slovenia,Europe,Male
1558,Eugenia Bujak,Slovenia,Europe,Female
1559,Tanja Zakelj,Slovenia,Europe,Female
1560,Pia Babnik,Slovenia,Europe,Female
1561,Ekaterina Vedeneeva,Slovenia,Europe,Female
1562,Adrian Gomboc,Slovenia,Europe,Male
1563,Marusa Stangar,Slovenia,Europe,Female
1564,Kaja Kajzer,Slovenia,Europe,Female
1565,Tina Trstenjak,Slovenia,Europe,Female
1566,Anamari Velensek,Slovenia,Europe,Female
1567,Zan Luka Zelko,Slovenia,Europe,Male
1568,Veronika Macarol,Slovenia,Europe,Female
1569,Tina Mrak,Slovenia,Europe,Female
1570,Ziva Dvorsak,Slovenia,Europe,Female
1571,Janja Garnbret,Slovenia,Europe,Female
1572,Mia Krampl,Slovenia,Europe,Female
1573,Martin Bau,Slovenia,Europe,Male
1574,Katja Fain,Slovenia,Europe,Female
1575,Spela Perse,Slovenia,Europe,Female
1576,Janja Segel,Slovenia,Europe,Female
1577,Darko Jorgic,Slovenia,Europe,Male
1578,Bojan Tokic,Slovenia,Europe,Male
1579,Deni Kozul,Slovenia,Europe,Male
1580,Ivan Trajkovic,Slovenia,Europe,Male
1581,Christine Bjerendal,Sweden,Europe,Female
1582,Andreas Kramer,Sweden,Europe,Male
1583,Kalle Berglund,Sweden,Europe,Male
1584,Erik Blomberg,Sweden,Europe,Male
1585,Vidar Johansson,Sweden,Europe,Male
1586,Simon Sundstrom,Sweden,Europe,Male
1587,Perseus Karlstrom,Sweden,Europe,Male
1588,Meraf Bahta,Sweden,Europe,Female
1589,Sarah Lahti,Sweden,Europe,Female
1590,Carolina Wikstrom,Sweden,Europe,Female
1591,Thobias Montler,Sweden,Europe,Male
1592,Armand Duplantis,Sweden,Europe,Male
1593,Wictor Petersson,Sweden,Europe,Male
1594,Simon Pettersson,Sweden,Europe,Male
1595,Daniel Stahl,Sweden,Europe,Male
1596,Kim Amb,Sweden,Europe,Female
1597,Khaddi Sagnia,Sweden,Europe,Female
1598,Erika Kinsey,Sweden,Europe,Female
1599,Maja Nilsson,Sweden,Europe,Female
1600,Angelica Bengtsson,Sweden,Europe,Female
1601,Michaela Meijer,Sweden,Europe,Female
1602,Fanny Roos,Sweden,Europe,Female
1603,Felix Burestedt,Sweden,Europe,Male
1604,Adam Chartoi,Sweden,Europe,Male
1605,Agnes Alexiusson,Sweden,Europe,Female
1606,Erik Holmer,Sweden,Europe,Male
1607,Petter Menning,Sweden,Europe,Male
1608,Linnea Stensils,Sweden,Europe,Female
1609,Emilia Fahlin,Sweden,Europe,Female
1610,Jenny Rissveds,Sweden,Europe,Female
1611,Emma Gullstrand,Sweden,Europe,Female
1612,Therese Nilshagen,Sweden,Europe,Female
1613,Antonia Ramel,Sweden,Europe,Female
1614,Juliette Ramel,Sweden,Europe,Female
1615,Louise Romeike,Sweden,Europe,Female
1616,Ludwig Svennerstal,Sweden,Europe,Male
1617,Therese Viklund,Sweden,Europe,Female
1618,Sara Algotsson Ostholt,Sweden,Europe,Female
1619,Malin Baryard-Johnsson,Sweden,Europe,Female
1620,Henrik von Eckermann,Sweden,Europe,Male
1621,Peder Fredricson,Sweden,Europe,Male
1622,Alex Noren,Sweden,Europe,Male
1623,Henrik Norlander,Sweden,Europe,Male
1624,Anna Nordqvist,Sweden,Europe,Female
1625,Madelene Sagstrom,Sweden,Europe,Female
1626,David Rumbutis,Sweden,Europe,Male
1627,Jonna Adlerteg,Sweden,Europe,Female
1628,Tommy Macias,Sweden,Europe,Male
1629,Robin Pacek,Sweden,Europe,Male
1630,Marcus Nyman,Sweden,Europe,Male
1631,Anna Bernholm,Sweden,Europe,Female
1632,Lovisa Claesson,Sweden,Europe,Female
1633,Jesper Stalheim,Sweden,Europe,Male
1634,Max Salminen,Sweden,Europe,Male
1635,Fredrik Bergstrom,Sweden,Europe,Male
1636,Anton Dahlberg,Sweden,Europe,Male
1637,Josefin Olsson,Sweden,Europe,Female
1638,Olivia Bergstrom,Sweden,Europe,Female
1639,Lovisa Karlsson,Sweden,Europe,Female
1640,Emil Jarudd,Sweden,Europe,Male
1641,Cecilia Jonsson,Sweden,Europe,Female
1642,Stefan Nilsson,Sweden,Europe,Male
1643,Oskar Rozenberg Hallberg,Sweden,Europe,Male
1644,Robin Hanson,Sweden,Europe,Male
1645,Victor Johansson,Sweden,Europe,Male
1646,Erik Persson,Sweden,Europe,Male
1647,Bjorn Seeliger,Sweden,Europe,Male
1648,Michelle Coleman,Sweden,Europe,Female
1649,Emelie Fast,Sweden,Europe,Female
1650,Louise Hansson,Sweden,Europe,Female
1651,Sophie Hansson,Sweden,Europe,Female
1652,Sarah Sjostrom,Sweden,Europe,Female
1653,Sara Junevik,Sweden,Europe,Female
1654,Mattias Falck,Sweden,Europe,Male
1655,Anton Kallberg,Sweden,Europe,Male
1656,Kristian Karlsson,Sweden,Europe,Male
1657,Linda Bergstrom,Sweden,Europe,Female
1658,Christina Kallberg,Sweden,Europe,Female
1659,Rebecca Peterson,Sweden,Europe,Female
1660,Patricia Strenius,Sweden,Europe,Female
1661,Sofia Mattsson,Sweden,Europe,Female
1662,Henna Johansson,Sweden,Europe,Female
1663,Alex Bjurberg Kessidis,Sweden,Europe,Male
1664,Oleksii Hunbin,Ukraine,Europe,Male
1665,Veronika Marchenko,Ukraine,Europe,Female
1666,Anastasiia Pavlova,Ukraine,Europe,Female
1667,Lidiia Sichenikova,Ukraine,Europe,Female
1668,Marta Fiedina,Ukraine,Europe,Female
1669,Anastasiya Savchuk,Ukraine,Europe,Female
1670,Maryna Aleksiiva,Ukraine,Europe,Female
1671,Vladyslava Aleksiiva,Ukraine,Europe,Female
1672,Kateryna Reznik,Ukraine,Europe,Female
1673,Alina Shynkarenko,Ukraine,Europe,Female
1674,Kseniya Sydorenko,Ukraine,Europe,Female
1675,Yelyzaveta Yakhno,Ukraine,Europe,Female
1676,Serhiy Smelyk,Ukraine,Europe,Male
1677,Bohdan-Ivan Horodyskyy,Ukraine,Europe,Male
1678,Mykola Nyzhnyk,Ukraine,Europe,Male
1679,Oleksandr Sitkovskyy,Ukraine,Europe,Male
1680,Ivan Losev,Ukraine,Europe,Male
1681,Eduard Zabuzhenko,Ukraine,Europe,Male
1682,Ivan Banzeruk,Ukraine,Europe,Female
1683,Valeriy Litanyuk,Ukraine,Europe,Female
1684,Maryan Zakalnytskyy,Ukraine,Europe,Male
1685,Tetyana Melnyk,Ukraine,Europe,Female
1686,Mariya Mykolenko,Ukraine,Europe,Female
1687,Anna Ryzhykova,Ukraine,Europe,Female
1688,Viktoriya Tkachuk,Ukraine,Europe,Female
1689,Nataliya Strebkova,Ukraine,Europe,Female
1690,Kateryna Klymyuk,Ukraine,Europe,Female
1691,Alina Lohvynenko,Ukraine,Europe,Female
1692,Viktoriia Kaliuzhna,Ukraine,Europe,Female
1693,Darya Mykhaylova,Ukraine,Europe,Female
